awards[0].contractPeriod.endDate	awards[0].contractPeriod.startDate	awards[0].description	awards[0].id	awards[0].status	awards[0].suppliers[0].id	awards[0].suppliers[0].name	awards[0].title	awards[0].value.amount	awards[0].value.currency	contracts[0].awardID	contracts[0].description	contracts[0].id	contracts[0].implementation.transactions[0].date	contracts[0].implementation.transactions[0].id	contracts[0].implementation.transactions[0].payee.id	contracts[0].implementation.transactions[0].payee.name	contracts[0].implementation.transactions[0].payer.id	contracts[0].implementation.transactions[0].payer.name	contracts[0].implementation.transactions[0].value.amount	contracts[0].implementation.transactions[0].value.currency	contracts[0].period.endDate	contracts[0].period.startDate	contracts[0].status	contracts[0].title	contracts[0].value.amount	date	id	initiationType	planning.documents[0].dateModified	planning.documents[0].datePublished	planning.documents[0].description	planning.documents[0].documentType	planning.documents[0].title	planning.documents[0].url	planning.documents[1].format	tag[0]	tender.additionalProcurementCategories[0]	tender.awardCriteria	tender.awardCriteriaDetails	tender.description	tender.documents[0].dateModified	tender.documents[0].datePublished	tender.documents[0].description	tender.documents[0].documentType	tender.documents[0].format	tender.documents[0].title	tender.documents[0].url	tender.enquiryPeriod.endDate	tender.enquiryPeriod.startDate	tender.id	tender.mainProcurementCategory	tender.minValue.amount	tender.minValue.currency	tender.procurementMethod	tender.procurementMethodDetails	tender.procurementMethodRationale	tender.procuringEntity.id	tender.procuringEntity.name	tender.status	tender.title	tender.value.amount	tender.value.currency	state	latitud	longitud	coordenada
2018-12-31T12:12:00Z	2018-10-30T12:10:00Z	Adjudicación de la convocatoria SESEA/DGA/C002, a través de la notificación y emisión de fallo	28	active	MX-RFC-TMO840813SUA	 Telecomunicaciones Modernas SA de CV	Adjudicación de la convocatoria SESEA/DGA/C002	239993.56	MXN	28	Adquisición de equipo de tecnología Informática del procedimiento de invitación a cuando menos tres personas por monto con número SESEA/DGA/C002	36									2018-11-05T12:11:00Z	2018-10-30T12:10:00Z	terminated	CONTRATO DE  AQUISICIÓN DE BIENES SESEA/DGA/C004	239993.56	2024-06-11T10:35:31Z	8	tender	2024-06-11T10:35:32Z	2024-06-11T10:35:32Z	Adquisición de equipo de cómputo y tecnologías de la información 	Proyecto de convocatoria	Convocatoria	https://drive.google.com/file/d/1vyqEs3gwLkhgZ9MAyzc2TiMnk6RvcJmu/view?usp=sharing	PDF	implementation	Adquisición de bienes	priceOnly	Se seleccionará a quien oferte el mejor precio, cumpliendo con las características técnicas establecidas en la convocatoria.	RELATIVA A LA ADQUISICIÓN EQUIPO DE CÓMPUTO Y TECNOLOGÍAS DE LA INFORMACIÓN, PARA QUE LA SESEA DE NUEVA CREACIÓN PUEDE INICIAR FUNCIONAMIENTO	2024-06-11T10:35:32Z	2024-06-11T10:35:32Z	CONVOCATORIA SESEA/DGA/C002	Convocatoria o invitación	PDF	CONVOCATORIA SESEA/DGA/C002	https://drive.google.com/file/d/1vyqEs3gwLkhgZ9MAyzc2TiMnk6RvcJmu/view?usp=share_link	2018-10-17T12:10:00Z	2018-10-16T12:10:00Z	SESEA/DGA/C002	goods	400000.0	MXN	selective	Invitación a cuando menos tres personas	Articulo 39, segundo párrafo de la Ley de Adquisiciones, Arrendamiento y Servicios del estado de Aguascalientes y sus Municipios. 	MX-RFC-SES1809244C1	SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION	complete	SESEA/DGA/C002, RELATIVA A LA ADQUISICIÓN EQUIPO DE CÓMPUTO Y TECNOLOGÍAS DE LA INFORMACIÓN	467946.59	MXN	Aguascalientes	21.885256	-102.291567	(21.885256, -102.291567)
2024-12-31T12:12:00Z	2024-02-22T12:02:00Z	"ACTA DE EMISIÓN y NOTIFICACIÓN DE FALLO DE LA LICITACIÓN PÚBLICA NACIONAL NÚMERO LES-01-FGE-2024 PARA LA ADQUISICÍÓN y SUMINISTRO DE MATERIAL E INSUMOS PARA OFICINA
REQUERIDOS A PARTIR DE FEBRERO A DICIEMBRE DEL 2024 POR LAS DIFERENTES ÁREAS DE LA FISCALÍA GENERAL DEL ESTADO DE AGUASCALlENTES"	48	active	MX-RFC-PCA021109AU6-109	 PCA	ACTA DE EMISIÓN y NOTIFICACIÓN DE FALLO DE LA LICITACiÓN PÚBLICA NACIONAL NÚMERO LES-01-FGE-2024	2310981.23	MXN	48	Adquisición y suministro de material e insumas para oficina requeridos a partir de febrero a diciembre del 2024, por las diferentes áreas de la Fiscalía General del Estado de Aguascalientes.	64									2024-12-31T12:12:00Z	2024-02-28T12:02:00Z	active	CONTRATO PARA LA ADQUISICIÓN Y SUMINISTRO DE MATERIAL E INSUMOS PARA OFICINA REQUERIDOS A PARTIR DE FEBRERO A DICIEMBRE DEL 2024 POR LAS DIFERENTES ÁREAS DE LA FISCALÍA GENERAL DEL ESTADO DE AGUASCALlENTES.	2310981.23	2024-06-11T10:35:30Z	61	tender	2024-06-11T10:35:32Z	2024-06-11T10:35:32Z	Adquisición y suministro de material e insumos para oficina a partir de febrero a diciembre del 2024, requerido por las diferentes áreas de la Fiscalía General del Estado de Aguascalientes.	Requisición	LES-01-FGE-2024	https://drive.google.com/file/d/1qph-DYH0mMLJRU2wtV77OiqLx5tAuvRO/view?usp=sharing		contract	Adquisición de bienes	priceOnly	1	Adquisición y Suministro de material e Insumos para oficina requeridos a partir de febrero a diciembre del 2024 por las diferentes áreas de la Fiscalía General del Estado de Aguascalientes.	2024-06-11T10:35:32Z	2024-06-11T10:35:32Z	ACTA DE JUNTA DE ACLARACIONES DE LA LICITACIÓN PÚBLICA NACIONAL NÚMERO LES-01-FGE-2024 PARA LA ADQUISICIÓN Y SUMINISTRO DE MATERIAL E INSUMOS PARA OFICINA REQUERIDOS A PARTIR DE FEBRERO A DICIEMBRE DEL 2024 POR LAS DIFERENTES ÁREAS DE LA FISCALÍA GENERAL DEL ESTADO DE AGUASCALlENTES.	Acta de junta de aclaraciones	PDF	ACTA DE JUNTA DE ACLARACIONES DE LA LICITACION PUBLICA NACIONAL NUMERO LES-01-	https://drive.google.com/file/d/1QisYraO3ATcUQopI-35ynj2HyXiL5Zzi/view?usp=sharing	2024-02-12T12:02:00Z	2024-02-12T12:02:00Z	LES-01-FGE-2024	goods	2310981.23	MXN	open	Licitación	DERIVADO DEL IMPORTE QUE DIO COMO RESULTADO LA INVESTIGACIÓN DE MERCADO Y CON FUNTAMENTO EN LOS ARTICULO 39 FRACCION I, 41, 42, 43 Y 64 DE LA LEY DE ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS DEL ESTADO DE AGUASCALIENTES Y SUS MUNICIPIOS, FUE EL MOTIVO POR EL CUAL SE RELAIZDÓ LA LICITACIÓN PUBLICA.	MX-RFC-SFI011030DU4	FISCALIA GENERAL DEL ESTADO	complete	LES-01-FGE-2024	3222453.58	MXN	Aguascalientes	21.885256	-102.291567	(21.885256, -102.291567)
2024-07-23T00:00:00Z	2024-06-24T00:00:00Z	REHABILITACIÓN DE UNIÓN EN AULA DE TERAPIA FÍSICA EN EL C.A.M. PROF. JUAN PEDRIN CASTILLO, UBICADO EN CABO SAN LUCAS, EN EL MUNICIPIO DE LOS CABOS B.C.S.	ADO-000000009-010-2024	active	MX-RFC-CTM151105V78	CONSTRUCCIONES, TERRACERIAS Y MAQUINARIAS BARRUETA SA DE CV	ADJUDICACIÓN DIRECTA ADO-000000009-010-2024	249438.01	MXN	ADO-000000009-010-2024	REHABILITACIÓN DE UNIÓN EN AULA DE TERAPIA FÍSICA EN EL C.A.M. PROF. JUAN PEDRIN CASTILLO, UBICADO EN CABO SAN LUCAS, EN EL MUNICIPIO DE LOS CABOS B.C.S.	3									2024-07-23T00:00:00Z	2024-06-24T00:00:00Z	active	CONTRATO ADO-000000009-010-2024 	249438.01	2024-06-28T10:35:32Z	ADO-000000009-010-2024	tender								award				REHABILITACIÓN DE UNIÓN EN AULA DE TERAPIA FÍSICA EN EL C.A.M. PROF. JUAN PEDRIN CASTILLO, UBICADO EN CABO SAN LUCAS, EN EL MUNICIPIO DE LOS CABOS B.C.S.										ADO-000000009-010-2024				direct			000000009	INSTITUTO SUDCALIFORNIANO DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA	complete	ADJUDICACIÓN DIRECTA ADO-000000009-010-2024	249438.01	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
2024-07-23T00:00:00Z	2024-06-24T00:00:00Z	DEMOLICIÓN Y CONSTRUCCIÓN DE TECHUMBRE DE PÓRTICO DE EDIFICIO '11K' EN LA ESC. SEC. RICARDO FLORES MAGÓN, UBICADA EN CIUDAD CONSTITUCIÓN, EN EL MUNICIPIO DE COMONDÚ, B.C.S.	ADO-000000009-009-2024	active	MX-RFC-ROPA930225HV8	ALEJANDRA ROBLES PEREZ	ADJUDICACIÓN DIRECTA ADO-000000009-009-2024	526600.01	MXN	ADO-000000009-009-2024	DEMOLICIÓN Y CONSTRUCCIÓN DE TECHUMBRE DE PÓRTICO DE EDIFICIO '11K' EN LA ESC. SEC. RICARDO FLORES MAGÓN, UBICADA EN CIUDAD CONSTITUCIÓN, EN EL MUNICIPIO DE COMONDÚ, B.C.S.	2									2024-07-23T00:00:00Z	2024-06-24T00:00:00Z	active	CONTRATO ADO-000000009-009-2024	526600.01	2024-06-28T10:35:32Z	ADO-000000009-009-2024	tender								award				DEMOLICIÓN Y CONSTRUCCIÓN DE TECHUMBRE DE PÓRTICO DE EDIFICIO '11K' EN LA ESC. SEC. RICARDO FLORES MAGÓN, UBICADA EN CIUDAD CONSTITUCIÓN, EN EL MUNICIPIO DE COMONDÚ, B.C.S.										ADO-000000009-009-2024				direct			000000009	INSTITUTO SUDCALIFORNIANO DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA	complete	ADJUDICACIÓN DIRECTA ADO-000000009-009-2024	526600.01	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
2024-04-30T00:00:00Z	2024-04-01T00:00:00Z	TRABAJOS DE REHABILITACIÓN DE RED ELÉCTRICA SUBTERRÁNEA EN EL CENTRO DE ESTUDIOS TECNOLÓGICOS DEL MAR NO.04, UBICADO EN LA PAZ, EN EL MUNICIPIO DE LA PAZ, B.C.S.	ADO-000000009-008-2024	active	MX-RFC-AIRF890601Q92	FERNANDA CECILIA AVILÉS RUIZ	ADJUDICACIÓN DIRECTA ADO-000000009-008-2024	431032.0	MXN	ADO-000000009-008-2024	TRABAJOS DE REHABILITACIÓN DE RED ELÉCTRICA SUBTERRÁNEA EN EL CENTRO DE ESTUDIOS TECNOLÓGICOS DEL MAR NO.04, UBICADO EN LA PAZ, EN EL MUNICIPIO DE LA PAZ, B.C.S.	1									2024-04-30T00:00:00Z	2024-04-01T00:00:00Z	active	CONTRATO ADO-000000009-008-2024	431032.0	2024-06-28T10:35:32Z	ADO-000000009-008-2024	tender								award				TRABAJOS DE REHABILITACIÓN DE RED ELÉCTRICA SUBTERRÁNEA EN EL CENTRO DE ESTUDIOS TECNOLÓGICOS DEL MAR NO.04, UBICADO EN LA PAZ, EN EL MUNICIPIO DE LA PAZ, B.C.S.										ADO-000000009-008-2024				direct			000000009	INSTITUTO SUDCALIFORNIANO DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA	complete	ADJUDICACIÓN DIRECTA ADO-000000009-008-2024	431032.0	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
2024-05-21T00:00:00Z	2024-04-22T00:00:00Z	REHABILITACION DE CAMINOS RURALES, SAN JAVIER – LOS DOLORES- RANCHO EDEN Y ENTRONQUE CARRETERA TRANSPENINSULAR KM 111 A RANCO INCHA TIOMBO EL SAUCITO- SAN FELIPE	244187	active	222959	PENTA SOLUCIONES INTEGRALES SA DE CV	REHABILITACION DE CAMINOS RURALES	328813.63	MXN	244187	REHABILITACION DE CAMINOS RURALES, SAN JAVIER – LOS DOLORES- RANCHO EDEN Y ENTRONQUE CARRETERA TRANSPENINSULAR KM 111 A RANCO INCHA TIOMBO EL SAUCITO- SAN FELIPE	131747									2024-05-21T00:00:00Z	2024-04-22T00:00:00Z	active	REHABILITACION DE CAMINOS RURALES	328813.63	2024-04-22T00:00:00Z	244187	tender								award				REHABILITACION DE CAMINOS RURALES, SAN JAVIER – LOS DOLORES- RANCHO EDEN Y ENTRONQUE CARRETERA TRANSPENINSULAR KM 111 A RANCO INCHA TIOMBO EL SAUCITO- SAN FELIPE										244187				direct			000000019	DIRECCIÓN DE ASENTAMIENTOS HUMANOS Y OBRAS PÚBLICAS DEL H. AYUNTAMIENTO DE LORETO	complete	REHABILITACION DE CAMINOS RURALES	328813.63	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
2023-12-31T00:00:00Z	2023-12-23T00:00:00Z	REPOSICIÓN DE EQUIPAMIENTO ELECTROMECÁNICO DE LA PTAR DE LA PAZ, POR LOS DAÑOS DEL HURACAN NORMA	243710	active	222732	CENTRIFUGAS Y EQUIPOS DE MEXICO	REPOSICIÓN DE EQUIPAMIENTO ELECTROMECÁNICO DE LA PTAR DE LA PAZ, POR LOS DAÑOS DEL HURACAN NORMA	5157155.16	MXN	243710	REPOSICIÓN DE EQUIPAMIENTO ELECTROMECÁNICO DE LA PTAR DE LA PAZ, POR LOS DAÑOS DEL HURACAN NORMA	131633									2023-12-31T00:00:00Z	2023-12-23T00:00:00Z	active	REPOSICIÓN DE EQUIPAMIENTO ELECTROMECÁNICO DE LA PTAR DE LA PAZ, POR LOS DAÑOS DEL HURACAN NORMA	5157155.16	2023-12-23T00:00:00Z	243710	tender								award				REPOSICIÓN DE EQUIPAMIENTO ELECTROMECÁNICO DE LA PTAR DE LA PAZ, POR LOS DAÑOS DEL HURACAN NORMA										243710				direct			000000003	COMISIÓN ESTATAL DEL AGUA DE B.C.S.	complete	REPOSICIÓN DE EQUIPAMIENTO ELECTROMECÁNICO DE LA PTAR DE LA PAZ, POR LOS DAÑOS DEL HURACAN NORMA	5157155.16	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
2025-04-17T00:00:00Z	2024-04-15T00:00:00Z	ARRENDAMIENTO DE LICENCIAS DE SOFTWARE	244125	active	223346	DEFINICION TOTAL SA DE CV	ARRENDAMIENTO DE LICENCIAS DE SOFTWARE	186216.15	MXN	244125	ARRENDAMIENTO DE LICENCIAS DE SOFTWARE	131732									2025-04-17T00:00:00Z	2024-04-15T00:00:00Z	active	ARRENDAMIENTO DE LICENCIAS DE SOFTWARE	186216.15	2024-04-15T00:00:00Z	244125	tender								award				ARRENDAMIENTO DE LICENCIAS DE SOFTWARE										244125				direct			000000043	UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR	complete	ARRENDAMIENTO DE LICENCIAS DE SOFTWARE	186216.15	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
2023-10-31T00:00:00Z	2023-10-05T00:00:00Z	TRABAJOS DE MANTENIMIENTO DE LA OFICINA DE LA COORDINACIÓN DE GIRAS, EVENTOS Y LOGISTICA DE LA PRESIDENCIA MUNICIPAL, SAN JOSÉ DEL CABO, MUNICIPIO DE LOS CABOS, BAJA CALIFORNIA SUR	243713	active	202094	EUSEBIO DE LA LUZ MEDINA	TRABAJOS DE MANTENIMIENTO DE LA OFICINA DE LA COORDINACIÓN DE GIRAS, EVENTOS Y LOGISTICA DE LA PRESIDENCIA MUNICIPAL	301676.1	MXN	243713	TRABAJOS DE MANTENIMIENTO DE LA OFICINA DE LA COORDINACIÓN DE GIRAS, EVENTOS Y LOGISTICA DE LA PRESIDENCIA MUNICIPAL, SAN JOSÉ DEL CABO, MUNICIPIO DE LOS CABOS, BAJA CALIFORNIA SUR	131635									2023-10-31T00:00:00Z	2023-10-05T00:00:00Z	active	TRABAJOS DE MANTENIMIENTO DE LA OFICINA DE LA COORDINACIÓN DE GIRAS, EVENTOS Y LOGISTICA DE LA PRESIDENCIA MUNICIPAL	301676.1	2023-10-05T00:00:00Z	243713	tender								award				TRABAJOS DE MANTENIMIENTO DE LA OFICINA DE LA COORDINACIÓN DE GIRAS, EVENTOS Y LOGISTICA DE LA PRESIDENCIA MUNICIPAL, SAN JOSÉ DEL CABO, MUNICIPIO DE LOS CABOS, BAJA CALIFORNIA SUR										243713				direct			000000016	DIRECCIÓN GENERAL DE OBRAS PÚBLICAS Y ASENTAMIENTOS HUMANOS DEL H. AYUNTAMIENTO DE LOS CABOS	complete	TRABAJOS DE MANTENIMIENTO DE LA OFICINA DE LA COORDINACIÓN DE GIRAS, EVENTOS Y LOGISTICA DE LA PRESIDENCIA MUNICIPAL	301676.1	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
2023-06-19T00:00:00Z	2023-05-31T00:00:00Z	ADQUISICIÓN DE MESA PARA SALA DE JUNTAS DE LA AUDITORÍA SUPERIOR DEL ESTADO DE BAJA CALIFORNIA SUR	233332	active	80308	LUIS CARLOS VAZQUEZ PIÑA	ADQUISICIÓN DE MESA PARA SALA DE JUNTAS DE LA AUDITORÍA SUPERIOR DEL ESTADO DE BAJA CALIFORNIA SUR	27980.0	MXN	233332	ADQUISICIÓN DE MESA PARA SALA DE JUNTAS DE LA AUDITORÍA SUPERIOR DEL ESTADO DE BAJA CALIFORNIA SUR	121527									2023-06-19T00:00:00Z	2023-05-31T00:00:00Z	active		27980.0	2023-05-31T00:00:00Z	233332	tender								award				Proceso de adquisición de una mesa para la sala de juntas de la Auditoría Superior del Estado de B.C.S.										233332				direct			000000034	AUDITORÍA SUPERIOR DEL ESTADO DE BAJA CALIFORNIA SUR	complete	ADQUISICIÓN DE MESA PARA SALA DE JUNTAS	27980.0	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
2024-02-06T00:00:00Z	2023-09-06T00:00:00Z	PÓLIZA DE SEGURO ESTUDIANTIL PARA EL PERIODO 2023/II	223278	active	100718	GENERAL DE SEGUROS, S.A.B.	PÓLIZA DE SEGURO ESTUDIANTIL PARA EL PERIODO 2023/II	603448.28		223278	PÓLIZA DE SEGURO ESTUDIANTIL PARA EL PERIODO 2023/II	111501									2024-02-06T00:00:00Z	2023-09-06T00:00:00Z	active		603448.28	2023-09-06T00:00:00Z	223278	tender								award				PÓLIZA DE SEGURO ESTUDIANTIL PARA EL PERIODO 2023/II										223278				direct			000000043	UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR	complete	PÓLIZA DE SEGURO ESTUDIANTIL PARA EL PERIODO 2023/II	603448.28	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
2024-12-31T00:00:00Z	2024-01-02T00:00:00Z	SERVICIO DE VIGILANCIA, JARDINERIA Y LIMPIEZA EN LA EXTENSIÓN ACADÉMICA DE GUERRERO NEGRO	244094	active	223302	SERVICIOS EMPRESARIALES Y DE LA INDUSTRIA SA DE CV	SERVICIO DE VIGILANCIA, JARDINERIA Y LIMPIEZA EN LA EXTENSIÓN ACADÉMICA DE GUERRERO NEGRO	736308.0	MXN	244094	SERVICIO DE VIGILANCIA, JARDINERIA Y LIMPIEZA EN LA EXTENSIÓN ACADÉMICA DE GUERRERO NEGRO	131720									2024-12-31T00:00:00Z	2024-01-02T00:00:00Z	active	SERVICIO DE VIGILANCIA, JARDINERIA Y LIMPIEZA EN LA EXTENSIÓN ACADÉMICA DE GUERRERO NEGRO	736308.0	2024-01-02T00:00:00Z	244094	tender								award				SERVICIO DE VIGILANCIA, JARDINERIA Y LIMPIEZA EN LA EXTENSIÓN ACADÉMICA DE GUERRERO NEGRO										244094				direct			000000043	UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR	complete	SERVICIO DE VIGILANCIA, JARDINERIA Y LIMPIEZA EN LA EXTENSIÓN ACADÉMICA DE GUERRERO NEGRO	736308.0	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
2024-06-25T00:00:00Z	2024-05-27T00:00:00Z	SERVICIO MAYOR DE VEHÍCULOS	244108	active	223482	JUAN RAMON ALEJANDRO SANDOVAL ESPARZA	SERVICIO MAYOR DE VEHÍCULOS	72670.0	MXN	244108	SERVICIO MAYOR DE VEHÍCULOS	131722									2024-06-25T00:00:00Z	2024-05-27T00:00:00Z	active		72670.0	2024-05-27T00:00:00Z	244108	tender								award				SERVICIO MAYOR DE VEHÍCULOS										244108				direct			000000003	COMISIÓN ESTATAL DEL AGUA DE B.C.S.	complete	SERVICIO MAYOR DE VEHÍCULOS	72670.0	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
			1	active						1		1									2021-06-06T00:00:00.000000Z	2021-05-06T00:00:00.000000Z	active	"“PERFORACIÓN DE POZO DE AGUA POTABLE, COMUNIDAD DE EL ANCÓN"", MUNICIPIO DE LA PAZ, B.C.S."	197144.19	2021-05-06T00:00:00.000000Z	ADO-000000022-002-2021	tender	2021-05-07T12:58:35.000000Z	2021-05-07T12:58:35.000000Z	DICTAMEN DE EXCEPCIÓN A LA LICITACIÓN	evaluationReports	202105071258352- SAPA-FISM-006-21 .PDF	https://sistemas-contraloria.bcs.gob.mx:8443/apis/s6/anexos?id=XEFEXDAwMDAwMDAyMlwyMDIxMDUwNzEyNTgzNTItIFNBUEEtRklTTS0wMDYtMjEgLlBERg	pdf					"“PERFORACIÓN DE POZO DE AGUA POTABLE, COMUNIDAD DE EL ANCÓN"", MUNICIPIO DE LA PAZ, B.C.S."										1				direct			2	UNIDAD DE CONTROL Y SEGUIMIENTO DE OBRAS	complete	"“PERFORACIÓN DE POZO DE AGUA POTABLE, COMUNIDAD DE EL ANCÓN"", MUNICIPIO DE LA PAZ, B.C.S."	197144.19	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
			55	active						55		55									2019-08-13T00:00:00.000000Z	2019-07-15T00:00:00.000000Z	active	216,481.14	622072.0	2019-07-15T00:00:00.000000Z	ADO-000000007-001-2019	tender												216,481.14										55				direct			164	DIRECCIÓN DE PRECIOS UNITARIOS Y CONCURSOS DE OBRAS	complete	216,481.14	622072.0	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
2025-04-24T00:00:00Z	2024-04-24T00:00:00Z	PÓLIZA DE SEGURO PARA 42 UNIDADES DEL PARQUE VEHICULAR DEL PODER JUDICIAL DEL ESTADO DE BAJA CALIFORNIA SUR	243993	active	100632	SEGUROS EL POTOSI, S.A	PÓLIZA DE SEGURO PARA 42 UNIDADES DEL PARQUE VEHICULAR DEL PODER JUDICIAL DEL ESTADO DE BAJA CALIFORNIA SUR	160457.81	MXN	243993	PÓLIZA DE SEGURO PARA 42 UNIDADES DEL PARQUE VEHICULAR DEL PODER JUDICIAL DEL ESTADO DE BAJA CALIFORNIA SUR	131703									2025-04-24T00:00:00Z	2024-04-24T00:00:00Z	active		160457.81	2024-04-24T00:00:00Z	243993	tender								award				PÓLIZA DE SEGURO PARA 42 UNIDADES DEL PARQUE VEHICULAR DEL PODER JUDICIAL DEL ESTADO DE BAJA CALIFORNIA SUR										243993				direct			000000028	CONSEJO DE LA JUDICATURA EN EL ESTADO DE BAJA CALIFORNIA SUR	complete	PÓLIZA DE SEGURO PARA 42 UNIDADES DEL PARQUE VEHICULAR DEL PODER JUDICIAL DEL ESTADO DE BAJA CALIFORNIA SUR	160457.81	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
			12	active						12		12									2021-09-29T00:00:00.000000Z	2021-08-16T00:00:00.000000Z	active	"-	CONSTRUCCIÓN DE CISTERNA DE 2,800 LTS. EN LA E.P. ESTADO DE AGUASCALIENTES, UBICADA EN SAN JOSÉ DE MAGDALENA
-	CONSTRUCCIÓN DE CISTERNA DE 2,800 LTS. EN LA TV SECUNDARIA NO. 45, UBICADA EN EJIDO SAN LUCAS
-	CONSTRUCCIÓN DE CISTERNA DE 5,000 LTS. EN LA TV SECUNDARIA NO. 21 FRANCISCO GONZÁLEZ BOCANEGRA, UBICADA EN SAN BRUNO

EN EL MUNICIPIO DE MULEGE, B.C.S."	383288.13	2021-08-16T00:00:00.000000Z	ADO-000000009-018-2021	tender	2021-08-20T11:43:47.000000Z	2021-08-20T11:43:47.000000Z		awardNotice	20210820114347Dictamen FAM-5F-R-02.pdf	https://sistemas-contraloria.bcs.gob.mx:8443/apis/s6/anexos?id=XEFEXDAwMDAwMDAwOVwyMDIxMDgyMDExNDM0N0RpY3RhbWVuIEZBTS01Ri1SLTAyLnBkZg						"-	CONSTRUCCIÓN DE CISTERNA DE 2,800 LTS. EN LA E.P. ESTADO DE AGUASCALIENTES, UBICADA EN SAN JOSÉ DE MAGDALENA
-	CONSTRUCCIÓN DE CISTERNA DE 2,800 LTS. EN LA TV SECUNDARIA NO. 45, UBICADA EN EJIDO SAN LUCAS
-	CONSTRUCCIÓN DE CISTERNA DE 5,000 LTS. EN LA TV SECUNDARIA NO. 21 FRANCISCO GONZÁLEZ BOCANEGRA, UBICADA EN SAN BRUNO

EN EL MUNICIPIO DE MULEGE, B.C.S."										12				direct			35	DEPARTAMENTO DE PLANEACIÓN Y PROGRAMACIÓN DE OBRAS	complete	"-	CONSTRUCCIÓN DE CISTERNA DE 2,800 LTS. EN LA E.P. ESTADO DE AGUASCALIENTES, UBICADA EN SAN JOSÉ DE MAGDALENA
-	CONSTRUCCIÓN DE CISTERNA DE 2,800 LTS. EN LA TV SECUNDARIA NO. 45, UBICADA EN EJIDO SAN LUCAS
-	CONSTRUCCIÓN DE CISTERNA DE 5,000 LTS. EN LA TV SECUNDARIA NO. 21 FRANCISCO GONZÁLEZ BOCANEGRA, UBICADA EN SAN BRUNO

EN EL MUNICIPIO DE MULEGE, B.C.S."	383288.13	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
			27	active						27		27									2019-11-27T00:00:00.000000Z	2019-10-14T00:00:00.000000Z	active	"""REPARACIÓN DE REJILLAS PLUVIALES EN ESTACIONAMIENTO DE EDIFICIO DE
INGENIERIA DEL PUERTO DE PICHILINGUE, B.C.S"	837858.91	2019-10-14T00:00:00.000000Z	ADO-000000001-002-2019	tender												"""REPARACIÓN DE REJILLAS PLUVIALES EN ESTACIONAMIENTO DE EDIFICIO DE
INGENIERIA DEL PUERTO DE PICHILINGUE, B.C.S"										27				direct			80	COORDINACIÓN DE CONTROL DE OBRA Y PRECIOS UNITARIOS	complete	"""REPARACIÓN DE REJILLAS PLUVIALES EN ESTACIONAMIENTO DE EDIFICIO DE
INGENIERIA DEL PUERTO DE PICHILINGUE, B.C.S"	837858.91	MXN	Baja California Sur	24.142635	-110.310921	(24.142635, -110.310921)
